sim_time, uav1/rotor_3_joint?0/velocity
82.412, -48.5932
82.416, -48.7002
82.42, -48.7951
82.424, -48.7673
82.428, -48.7622
82.432, -48.7713
82.436, -48.8983
82.44, -48.9905
82.444, -48.9802
82.448, -48.9622
82.452, -49.0025
82.456, -49.0661
82.46, -49.1296
82.464, -49.0894
82.468, -49.0367
82.472, -48.9731
82.476, -48.9376
82.48, -48.9072
82.484, -48.8814
82.488, -48.8408
82.492, -48.8972
82.496, -48.9381
82.5, -48.917
82.504, -48.8989
82.508, -48.865
82.512, -48.8361
82.516, -48.8114
82.52, -48.7811
82.524, -48.746
82.528, -48.7069
82.532, -48.5806
82.536, -48.4824
82.54, -48.3615
82.544, -48.2771
82.548, -48.2144
82.552, -48.1702
82.556, -48.1419
82.56, -48.166
82.564, -48.1104
82.568, -48.0909
82.572, -48.1118
82.576, -48.1785
82.58, -48.1397
82.584, -48.1472
82.588, -48.1408
82.592, -48.1652
82.596, -48.2172
82.6, -48.3066
82.604, -48.4059
82.608, -48.5124
82.612, -48.5898
82.616, -48.7836
82.62, -48.9759
82.624, -49.1328
82.628, -49.2467
82.632, -49.3294
82.636, -49.4066
82.64, -49.4455
82.644, -49.4329
82.648, -49.6021
82.652, -49.6905
82.656, -49.7032
82.66, -49.6803
82.664, -49.6515
82.668, -49.5806
82.672, -49.483
82.676, -49.4184
82.68, -49.3449
82.684, -49.2821
82.688, -49.1544
82.692, -49.0827
82.696, -49.0123
82.7, -48.9337
82.704, -48.8668
82.708, -48.819
82.712, -48.8468
82.716, -48.8842
82.72, -48.9458
82.724, -48.9561
82.728, -48.998
82.732, -49.1316
82.736, -49.2631
82.74, -49.3585
82.744, -49.4279
82.748, -49.4953
82.752, -49.5615
82.756, -49.4482
82.76, -49.3424
82.764, -49.2523
82.768, -49.1476
82.772, -49.0398
82.776, -48.9294
82.78, -48.8167
82.784, -48.7114
82.788, -48.631
82.792, -48.581
82.796, -48.4455
82.8, -48.3486
82.804, -48.2846
82.808, -48.1744
82.812, -48.2928
82.816, -48.4476
82.82, -48.6116
82.824, -48.8511
82.828, -49.0938
82.832, -49.4937
82.836, -49.8528
82.84, -50.1479
82.844, -50.3966
82.848, -50.56
82.852, -50.6614
82.856, -50.7351
82.86, -50.7268
82.864, -50.664
82.868, -50.5549
82.872, -50.3226
82.876, -50.0597
82.88, -49.7799
82.884, -49.5044
82.888, -49.2231
82.892, -48.937
82.896, -48.7489
82.9, -48.5794
82.904, -48.4349
82.908, -48.3489
82.912, -48.4024
82.916, -48.5272
82.92, -48.7039
82.924, -48.901
82.928, -49.0785
82.932, -49.259
82.936, -49.5105
82.94, -49.7274
82.944, -49.8162
82.948, -49.8634
82.952, -49.9149
82.956, -49.9351
82.96, -49.9152
82.964, -49.8239
82.968, -49.709
82.972, -49.5647
82.976, -49.4417
82.98, -49.2998
82.984, -49.1417
82.988, -48.9791
82.992, -48.7941
82.996, -48.6272
83, -48.4664
83.004, -48.3294
83.008, -48.2219
83.012, -48.186
83.016, -48.1833
83.02, -48.2994
83.024, -48.4353
83.028, -48.6028
83.032, -48.5385
83.036, -48.5208
83.04, -48.5617
83.044, -48.5406
83.048, -48.5318
83.052, -48.5244
83.056, -48.6847
83.06, -48.8354
83.064, -48.9277
83.068, -49.0291
83.072, -49.1372
83.076, -49.2156
83.08, -49.2554
83.084, -49.3014
83.088, -49.3349
83.092, -49.342
83.096, -49.2798
83.1, -49.2453
83.104, -49.1974
83.108, -49.138
83.112, -49.1153
83.116, -49.0866
83.12, -49.0529
83.124, -49.0241
83.128, -48.9718
83.132, -48.9179
83.136, -48.8534
83.14, -48.7799
83.144, -48.7079
83.148, -48.6373
83.152, -48.5772
83.156, -48.5631
83.16, -48.5603
83.164, -48.5732
83.168, -48.5997
83.172, -48.619
83.176, -48.6502
83.18, -48.69
83.184, -48.6314
83.188, -48.5907
83.192, -48.5653
83.196, -48.5344
83.2, -48.5173
83.204, -48.6968
83.208, -48.8271
83.212, -48.6089
83.216, -48.4229
83.22, -48.2737
83.224, -48.1373
83.228, -48.0118
83.232, -47.8955
83.236, -47.8057
83.24, -47.7571
83.244, -47.7249
83.248, -47.6604
83.252, -47.6425
83.256, -47.7003
83.26, -47.8111
83.264, -47.9603
83.268, -48.1203
83.272, -48.288
83.276, -48.5474
83.28, -48.7529
83.284, -48.9366
83.288, -48.9496
83.292, -49.1482
83.296, -49.2752
83.3, -49.333
83.304, -49.375
83.308, -49.3172
83.312, -49.203
83.316, -49.0592
83.32, -48.8809
83.324, -48.6176
83.328, -48.3932
83.332, -48.0998
83.336, -47.9241
83.34, -47.7466
83.344, -47.5767
83.348, -47.4412
83.352, -47.3257
83.356, -47.1531
83.36, -47.0245
83.364, -46.9243
83.368, -46.8574
83.372, -46.8097
83.376, -46.8892
83.38, -47.0157
83.384, -47.1764
83.388, -47.3274
83.392, -47.4715
83.396, -47.5934
83.4, -47.699
83.404, -47.7757
83.408, -47.8142
83.412, -47.6251
83.416, -47.4545
83.42, -47.2814
83.424, -47.106
83.428, -46.9379
83.432, -46.7669
83.436, -46.714
83.44, -46.6689
83.444, -46.6398
83.448, -46.6336
83.452, -46.6753
83.456, -46.74
83.46, -46.7698
83.464, -46.8086
83.468, -46.854
83.472, -46.8698
83.476, -46.9673
83.48, -47.0208
83.484, -47.0253
83.488, -46.9713
83.492, -46.9068
83.496, -46.8889
83.5, -46.8737
83.504, -46.7772
83.508, -46.7228
83.512, -46.6578
83.516, -46.5932
83.52, -46.5103
83.524, -46.3839
83.528, -46.2576
83.532, -46.1407
83.536, -46.0504
83.54, -45.9549
83.544, -45.8735
83.548, -45.8134
83.552, -45.7715
83.556, -45.7358
83.56, -45.7146
83.564, -45.6966
83.568, -45.6906
83.572, -45.7326
83.576, -45.6562
83.58, -45.6003
83.584, -45.5621
83.588, -45.1395
83.592, -44.8722
83.596, -44.6537
83.6, -44.4861
83.604, -44.3525
83.608, -44.2666
83.612, -44.2305
83.616, -44.1998
83.62, -44.2716
83.624, -44.4785
83.628, -44.7664
83.632, -45.0786
83.636, -45.4257
83.64, -45.7809
83.644, -46.1937
83.648, -46.5622
83.652, -46.8298
83.656, -47.2476
83.66, -47.5511
83.664, -47.7543
83.668, -47.8674
83.672, -47.8808
83.676, -47.9765
83.68, -47.9583
83.684, -47.8871
83.688, -47.7614
83.692, -47.5986
83.696, -47.3762
83.7, -47.1404
83.704, -46.8744
83.708, -46.6013
83.712, -46.3315
83.716, -46.0644
83.72, -45.7811
83.724, -45.5211
83.728, -45.2902
83.732, -45.1028
83.736, -44.9895
83.74, -44.9208
83.744, -44.8995
83.748, -44.9689
83.752, -45.1913
83.756, -45.4388
83.76, -45.7045
83.764, -45.9834
83.768, -46.2891
83.772, -46.5456
83.776, -46.9381
83.78, -47.2232
83.784, -47.413
83.788, -47.4992
83.792, -47.5275
83.796, -47.5014
83.8, -47.4327
83.804, -47.3185
83.808, -47.1562
83.812, -46.9622
83.816, -46.6483
83.82, -46.3158
83.824, -46.0882
83.828, -45.8942
83.832, -45.8311
83.836, -45.7866
83.84, -45.7579
83.844, -45.7643
83.848, -45.8033
83.852, -45.8661
83.856, -45.7421
83.86, -45.655
83.864, -45.5994
83.868, -45.552
83.872, -45.5023
83.876, -45.5099
83.88, -45.5154
83.884, -45.4897
83.888, -45.4864
83.892, -45.4983
83.896, -45.6274
83.9, -45.7383
83.904, -45.7672
83.908, -45.8055
83.912, -45.8504
83.916, -45.8402
83.92, -45.8222
83.924, -45.8161
83.928, -45.8238
83.932, -45.8175
83.936, -45.8419
83.94, -45.8597
83.944, -45.8726
83.948, -45.8405
83.952, -45.8758
83.956, -45.8711
83.96, -45.8485
83.964, -45.7829
83.968, -45.7269
83.972, -45.7256
83.976, -45.7246
83.98, -45.7143
83.984, -45.7057
83.988, -45.6518
83.992, -45.6152
83.996, -45.6263
84, -45.6515
84.004, -45.5128
84.008, -45.3946
84.012, -45.3682
84.016, -45.355
84.02, -45.353
84.024, -45.3327
84.028, -45.3351
84.032, -45.3713
84.036, -45.4319
84.04, -45.2978
84.044, -45.1928
84.048, -45.1127
84.052, -45.0722
84.056, -45.2147
84.06, -45.3526
84.064, -45.4871
84.068, -45.6192
84.072, -45.7667
84.076, -46.0802
84.08, -46.3422
84.084, -46.5669
84.088, -46.7817
84.092, -46.9204
84.096, -47.0039
84.1, -47.0302
84.104, -47.0321
84.108, -46.9957
84.112, -46.9275
84.116, -46.7209
84.12, -46.5076
84.124, -46.298
84.128, -46.0916
84.132, -45.8785
84.136, -45.6691
84.14, -45.5742
84.144, -45.4934
84.148, -45.3317
84.152, -45.2124
84.156, -45.1386
84.16, -45.2802
84.164, -45.4517
84.168, -45.6451
84.172, -45.6995
84.176, -45.8079
84.18, -45.9381
84.184, -46.6002
84.188, -47.0982
84.192, -47.477
84.196, -47.3655
84.2, -47.2705
84.204, -47.106
84.208, -46.9193
84.212, -46.7138
84.216, -46.5295
84.22, -46.3074
84.224, -46.0717
84.228, -45.8338
84.232, -45.6124
84.236, -45.4238
84.24, -45.2724
84.244, -45.1712
84.248, -45.0849
84.252, -45.0672
84.256, -45.052
84.26, -45.1828
84.264, -44.9927
84.268, -44.8771
84.272, -44.8157
84.276, -44.8737
84.28, -44.9673
84.284, -45.087
84.288, -45.2254
84.292, -45.3948
84.296, -45.7757
84.3, -46.1211
84.304, -46.4406
84.308, -46.4835
84.312, -46.5147
84.316, -46.5545
84.32, -46.5144
84.324, -46.4802
84.328, -46.2653
84.332, -46.0729
84.336, -45.8811
84.34, -45.7363
84.344, -45.5757
84.348, -45.4297
84.352, -45.3145
84.356, -45.2256
84.36, -45.3777
84.364, -45.6429
84.368, -45.9042
84.372, -46.1628
84.376, -46.3677
84.38, -46.5854
84.384, -46.7778
84.388, -46.9348
84.392, -47.066
84.396, -47.2816
84.4, -47.3867
84.404, -47.335
84.408, -47.2445
84.412, -47.121
84.416, -46.96
84.42, -46.8229
84.424, -46.641
84.428, -46.4303
84.432, -46.2136
84.436, -46.1869
84.44, -46.1547
84.444, -46.1088
84.448, -46.0604
84.452, -46.1215
84.456, -46.1831
84.46, -46.2106
84.464, -46.265
84.468, -46.3217
84.472, -46.3457
84.476, -46.5006
84.48, -46.596
84.484, -46.6481
84.488, -46.6859
84.492, -46.6728
84.496, -46.6431
84.5, -46.5993
84.504, -46.3204
84.508, -46.055
84.512, -45.8009
84.516, -45.5937
84.52, -45.3986
84.524, -45.2509
84.528, -45.1158
84.532, -45.0099
84.536, -44.9568
84.54, -44.9487
84.544, -45.0391
84.548, -45.1907
84.552, -45.5932
84.556, -45.7307
84.56, -45.8821
84.564, -46.0437
84.568, -46.161
84.572, -46.1512
84.576, -46.4971
84.58, -46.731
84.584, -46.8492
84.588, -46.9007
84.592, -46.9037
84.596, -46.8863
84.6, -46.8932
84.604, -46.8588
84.608, -46.7737
84.612, -46.6734
84.616, -46.687
84.62, -46.6645
84.624, -46.6174
84.628, -46.5401
84.632, -46.4465
84.636, -46.3388
84.64, -46.1636
84.644, -45.9957
84.648, -45.8433
84.652, -45.7042
84.656, -45.6599
84.66, -45.622
84.664, -45.5898
84.668, -45.5906
84.672, -45.6255
84.676, -45.7025
84.68, -45.7584
84.684, -45.9194
84.688, -46.0535
84.692, -46.1853
84.696, -46.2983
84.7, -46.259
84.704, -46.2255
84.708, -46.1876
84.712, -46.1275
84.716, -46.1874
84.72, -46.183
84.724, -46.1793
84.728, -46.1669
84.732, -45.9241
84.736, -45.7173
84.74, -45.6246
84.744, -45.5364
84.748, -45.3776
84.752, -45.2423
84.756, -45.3212
84.76, -45.4128
84.764, -45.4793
84.768, -45.5963
84.772, -45.8705
84.776, -46.1384
84.78, -46.3329
84.784, -46.4398
84.788, -46.6034
84.792, -46.8082
84.796, -46.9397
84.8, -47.0181
84.804, -47.0233
84.808, -47.0272
84.812, -46.9172
84.816, -46.8421
84.82, -46.7317
84.824, -46.6004
84.828, -46.4607
84.832, -46.1653
84.836, -45.8856
84.84, -45.6288
84.844, -45.4006
84.848, -45.2062
84.852, -45.2433
84.856, -45.2874
84.86, -45.3711
84.864, -45.3802
84.868, -45.5072
84.872, -45.7026
84.876, -45.9649
84.88, -46.207
84.884, -46.314
84.888, -46.4088
84.892, -46.4777
84.896, -46.6137
84.9, -46.7125
84.904, -46.6862
84.908, -46.636
84.912, -46.5932
84.916, -46.5381
84.92, -46.4726
84.924, -46.3332
84.928, -46.1772
84.932, -45.9886
84.936, -45.8094
84.94, -45.6473
84.944, -45.2214
84.948, -44.8492
84.952, -44.5413
84.956, -44.2789
84.96, -44.1853
84.964, -44.1613
84.968, -44.2093
84.972, -44.3817
84.976, -44.8852
84.98, -45.4229
84.984, -45.9852
84.988, -46.5312
84.992, -47.0308
84.996, -47.3421
85, -47.5853
85.004, -47.7964
85.008, -47.8981
85.012, -47.8915
85.016, -47.8859
85.02, -47.8253
85.024, -47.6623
85.028, -47.4491
85.032, -47.1839
85.036, -46.9393
85.04, -46.6752
85.044, -46.3944
85.048, -46.1087
85.052, -45.6981
85.056, -45.3297
85.06, -45.0065
85.064, -44.7497
85.068, -44.568
85.072, -44.5245
85.076, -44.559
85.08, -44.67
85.084, -44.785
85.088, -45.0062
85.092, -45.3903
85.096, -45.7897
85.1, -46.0797
85.104, -46.3592
85.108, -46.6137
85.112, -46.8329
85.116, -46.9921
85.12, -47.0045
85.124, -46.9722
85.128, -46.9168
85.132, -46.8325
85.136, -46.7142
85.14, -46.5577
85.144, -46.35
85.148, -46.1266
85.152, -45.8992
85.156, -45.6775
85.16, -45.4978
85.164, -45.3355
85.168, -45.2064
85.172, -45.1057
85.176, -45.0385
85.18, -44.9254
85.184, -44.8663
85.188, -44.6115
85.192, -44.4316
85.196, -44.3062
85.2, -44.2364
85.204, -44.453
85.208, -44.6792
85.212, -44.9122
85.216, -45.1158
85.22, -45.3496
85.224, -45.5882
85.228, -45.8474
85.232, -46.07
85.236, -46.3865
85.24, -46.5646
85.244, -46.6768
85.248, -46.7411
85.252, -46.8737
85.256, -46.9185
85.26, -46.8896
85.264, -46.7814
85.268, -46.6521
85.272, -46.5604
85.276, -46.4359
85.28, -46.2834
85.284, -46.1163
85.288, -45.8996
85.292, -45.715
85.296, -45.5669
85.3, -45.3943
85.304, -45.2565
85.308, -45.1577
85.312, -45.1013
85.316, -45.0347
85.32, -44.9965
85.324, -45.0222
85.328, -45.0752
85.332, -45.1654
85.336, -45.2996
85.34, -45.4315
85.344, -45.5788
85.348, -46.047
85.352, -46.4213
85.356, -46.6932
85.36, -46.9078
85.364, -46.8898
85.368, -46.8558
85.372, -46.8083
85.376, -46.7307
85.38, -46.6274
85.384, -46.4744
85.388, -46.1769
85.392, -45.8769
85.396, -45.5841
85.4, -45.3068
85.404, -45.2191
85.408, -45.1443
85.412, -45.0991
85.416, -45.0977
85.42, -45.0408
85.424, -45.0295
85.428, -45.0633
85.432, -45.1566
85.436, -45.2931
85.44, -45.4439
85.444, -45.6394
85.448, -45.5489
85.452, -45.481
85.456, -45.3674
85.46, -45.2799
85.464, -45.2053
85.468, -45.0954
85.472, -45.0017
85.476, -44.9312
85.48, -44.8433
85.484, -44.7962
85.488, -44.7746
85.492, -44.7749
85.496, -44.8611
85.5, -44.9237
85.504, -45.6399
85.508, -46.2116
85.512, -46.2312
85.516, -46.297
85.52, -46.3965
85.524, -46.4859
85.528, -46.3631
85.532, -46.212
85.536, -46.0554
85.54, -45.6155
85.544, -45.2127
85.548, -44.8323
85.552, -44.601
85.556, -44.3947
85.56, -44.2282
85.564, -44.1142
85.568, -44.0542
85.572, -44.0627
85.576, -44.2064
85.58, -44.5859
85.584, -45.0679
85.588, -45.5382
85.592, -46.0001
85.596, -46.5935
85.6, -47.1105
85.604, -47.5374
85.608, -47.8475
85.612, -48.0383
85.616, -48.0908
85.62, -48.0836
85.624, -48.0775
85.628, -48.0258
85.632, -47.9075
85.636, -47.723
85.64, -47.5287
85.644, -47.2982
85.648, -47.0367
85.652, -46.8603
85.656, -46.6728
85.66, -46.5131
85.664, -46.3677
85.668, -46.2439
85.672, -46.3064
85.676, -46.4033
85.68, -46.5253
85.684, -46.6826
85.688, -46.8829
85.692, -47.3207
85.696, -47.7074
85.7, -48.0226
85.704, -48.2687
85.708, -48.4647
85.712, -48.4487
85.716, -48.6813
85.72, -48.6239
85.724, -48.538
85.728, -48.4275
85.732, -48.2777
85.736, -48.1779
85.74, -48.0464
85.744, -47.8972
85.748, -47.7515
85.752, -47.7387
85.756, -47.7186
85.76, -47.7107
85.764, -47.7155
85.768, -47.7706
85.772, -47.9826
85.776, -48.2053
85.78, -48.4186
85.784, -48.7111
85.788, -48.9578
85.792, -49.1886
85.796, -49.4422
85.8, -49.6264
85.804, -49.7429
85.808, -49.8275
85.812, -49.8236
85.816, -49.8202
85.82, -49.808
85.824, -49.7233
85.828, -49.6048
85.832, -49.4573
85.836, -49.3502
85.84, -49.2312
85.844, -49.0926
85.848, -48.9466
85.852, -48.8129
85.856, -48.877
85.86, -48.958
85.864, -49.0856
85.868, -49.2299
85.872, -49.4206
85.876, -49.6279
85.88, -49.8817
85.884, -50.1003
85.888, -50.2762
85.892, -50.2338
85.896, -50.1976
85.9, -50.1482
85.904, -50.0782
85.908, -49.9908
85.912, -50.0763
85.916, -50.276
85.92, -50.4038
85.924, -50.4794
85.928, -50.5171
85.932, -50.5444
85.936, -50.3787
85.94, -50.2283
85.944, -49.933
85.948, -49.6627
85.952, -49.3953
85.956, -49.1952
85.96, -49.0248
85.964, -48.9353
85.968, -48.9053
85.972, -48.9613
85.976, -49.1395
85.98, -49.4237
85.984, -49.7849
85.988, -50.1847
85.992, -50.5954
85.996, -51.53
86, -52.2775
86.004, -52.889
86.008, -53.3675
86.012, -53.6806
86.016, -53.8392
86.02, -53.8364
86.024, -53.6668
86.028, -53.3922
86.032, -53.0282
86.036, -52.5788
86.04, -52.0658
86.044, -51.5173
86.048, -50.9571
86.052, -50.4147
86.056, -49.8875
86.06, -49.5868
86.064, -49.3492
86.068, -49.1931
86.072, -49.1343
86.076, -49.2135
86.08, -49.4774
86.084, -49.9098
86.088, -50.413
86.092, -50.9331
86.096, -51.5344
86.1, -52.0742
86.104, -52.5178
86.108, -53.0291
86.112, -53.3833
86.116, -53.5888
86.12, -53.6005
86.124, -53.5215
86.128, -53.3612
86.132, -53.2247
86.136, -52.8948
86.14, -52.1679
86.144, -51.2515
86.148, -50.4519
86.152, -49.6777
86.156, -48.9345
86.16, -48.2733
86.164, -47.7377
86.168, -47.337
86.172, -47.1348
86.176, -47.1296
86.18, -47.4481
86.184, -47.989
86.188, -48.6913
86.192, -49.4765
86.196, -50.3389
86.2, -51.206
86.204, -52.042
86.208, -52.6491
86.212, -53.1243
86.216, -53.435
86.22, -53.5918
86.224, -53.5698
86.228, -53.4209
86.232, -53.2941
86.236, -52.8425
86.24, -52.2997
86.244, -51.6979
86.248, -51.0459
86.252, -50.4902
86.256, -49.7846
86.26, -49.1184
86.264, -48.5042
86.268, -47.9808
86.272, -47.5999
86.276, -47.3217
86.28, -47.1681
86.284, -47.1395
86.288, -47.3005
86.292, -47.6583
86.296, -48.1244
86.3, -48.4284
86.304, -48.8385
86.308, -49.291
86.312, -49.4304
86.316, -49.6004
86.32, -49.6895
86.324, -49.7541
86.328, -49.9731
86.332, -50.0633
86.336, -50.0522
86.34, -49.987
86.344, -49.8944
86.348, -49.7597
86.352, -49.5893
86.356, -49.4162
86.36, -49.2222
86.364, -49.0105
86.368, -48.7836
86.372, -48.5439
86.376, -48.4696
86.38, -48.3971
86.384, -48.3353
86.388, -48.2919
86.392, -48.2549
86.396, -48.1399
86.4, -48.1254
86.404, -48.154
86.408, -48.1577
86.412, -48.1498
86.416, -48.1338
86.42, -48.1202
86.424, -48.1331
86.428, -48.1425
86.432, -48.1493
86.436, -48.0962
86.44, -48.0046
86.444, -47.9358
86.448, -47.9237
86.452, -47.8947
86.456, -47.8515
86.46, -47.8239
86.464, -47.8097
86.468, -47.7975
86.472, -47.6479
86.476, -47.4461
86.48, -47.2928
86.484, -47.162
86.488, -47.0414
86.492, -46.9386
86.496, -46.9827
86.5, -47.0148
86.504, -47.21
86.508, -47.4894
86.512, -47.761
86.516, -48.0443
86.52, -48.3187
86.524, -48.5868
86.528, -48.8331
86.532, -49.0463
86.536, -49.184
86.54, -49.2323
86.544, -49.2234
86.548, -49.0766
86.552, -48.905
86.556, -48.6381
86.56, -48.355
86.564, -48.058
86.568, -47.7677
86.572, -47.5947
86.576, -47.4287
86.58, -47.3522
86.584, -47.3056
86.588, -47.3868
86.592, -47.5319
86.596, -47.7576
86.6, -48.0246
86.604, -48.2186
86.608, -48.5142
86.612, -48.7804
86.616, -48.9737
86.62, -49.0797
86.624, -49.1394
86.628, -49.1484
86.632, -49.1055
86.636, -49.0318
86.64, -48.9411
86.644, -48.8175
86.648, -48.6564
86.652, -48.4728
86.656, -48.2698
86.66, -48.0689
86.664, -47.8793
86.668, -47.5783
86.672, -47.3219
86.676, -47.1033
86.68, -46.9356
86.684, -46.8206
86.688, -46.7504
86.692, -46.7601
86.696, -46.8875
86.7, -47.1005
86.704, -47.3755
86.708, -47.6784
86.712, -48.0015
86.716, -48.3049
86.72, -48.594
86.724, -48.9415
86.728, -49.211
86.732, -49.3895
86.736, -49.4848
86.74, -49.5195
86.744, -49.8887
86.748, -49.9505
86.752, -49.9097
86.756, -49.8657
86.76, -49.8468
86.764, -49.8306
86.768, -49.7055
86.772, -49.3666
86.776, -49.0129
86.78, -48.6465
86.784, -48.3342
86.788, -47.9567
86.792, -47.5143
86.796, -47.1281
86.8, -46.7989
86.804, -46.472
86.808, -46.2399
86.812, -46.0421
86.816, -46.0128
86.82, -46.1041
86.824, -46.3252
86.828, -46.6922
86.832, -47.0274
86.836, -47.46
86.84, -47.9289
86.844, -48.4242
86.848, -48.973
86.852, -49.4403
86.856, -49.8141
86.86, -50.0855
86.864, -50.2482
86.868, -50.2976
86.872, -50.1591
86.876, -49.9575
86.88, -49.6836
86.884, -49.3758
86.888, -49.03
86.892, -48.5218
86.896, -48.0237
86.9, -47.5528
86.904, -47.1794
86.908, -46.8613
86.912, -46.6088
86.916, -46.4771
86.92, -46.4114
86.924, -46.4452
86.928, -46.6245
86.932, -46.9267
86.936, -47.3353
86.94, -47.804
86.944, -48.1443
86.948, -48.4774
86.952, -48.8741
86.956, -49.2138
86.96, -49.4604
86.964, -49.6223
86.968, -49.528
86.972, -49.4104
86.976, -49.2545
86.98, -48.9824
86.984, -48.6762
86.988, -48.4524
86.992, -48.1967
86.996, -47.951
87, -47.7137
87.004, -47.5023
87.008, -47.3221
87.012, -47.1871
87.016, -47.1835
87.02, -47.2294
87.024, -47.3144
87.028, -47.4793
87.032, -47.685
87.036, -48.0063
87.04, -48.3085
87.044, -48.5795
87.048, -48.8278
87.052, -49.0254
87.056, -49.1861
87.06, -49.2856
87.064, -49.289
87.068, -49.2915
87.072, -49.2275
87.076, -49.1265
87.08, -48.994
87.084, -48.844
87.088, -48.6698
87.092, -48.4749
87.096, -48.3088
87.1, -48.1486
87.104, -47.9935
87.108, -47.8521
87.112, -47.7688
87.116, -47.6884
87.12, -47.6385
87.124, -47.6053
87.128, -47.5956
87.132, -47.649
87.136, -47.7394
87.14, -47.8739
87.144, -48.0919
87.148, -48.2846
87.152, -48.4589
87.156, -48.6199
87.16, -48.7539
87.164, -48.8685
87.168, -48.867
87.172, -48.8471
87.176, -48.8117
87.18, -48.7536
87.184, -48.6763
87.188, -48.5639
87.192, -48.4403
87.196, -48.3072
87.2, -48.1751
87.204, -48.044
87.208, -47.9229
87.212, -47.8198
87.216, -47.7319
87.22, -47.6756
87.224, -47.6555
87.228, -47.6582
87.232, -47.7117
87.236, -47.8193
87.24, -47.9319
87.244, -48.0481
87.248, -48.184
87.252, -48.2999
87.256, -48.4012
87.26, -48.492
87.264, -48.5751
87.268, -48.6183
87.272, -48.6324
87.276, -48.3687
87.28, -48.1068
87.284, -47.8744
87.288, -47.6577
87.292, -47.3431
87.296, -47.0471
87.3, -46.7949
87.304, -46.6171
87.308, -46.512
87.312, -46.6557
87.316, -46.8806
87.32, -46.9234
87.324, -47.0921
87.328, -47.3522
87.332, -47.8678
87.336, -48.3626
87.34, -48.7907
87.344, -49.3251
87.348, -49.782
87.352, -50.2857
87.356, -50.6171
87.36, -50.8234
87.364, -50.9732
87.368, -51.0132
87.372, -50.9453
87.376, -50.776
87.38, -50.4182
87.384, -50.0019
87.388, -49.545
87.392, -49.0627
87.396, -48.5682
87.4, -48.0819
87.404, -47.6303
87.408, -47.5983
87.412, -47.5895
87.416, -47.6446
87.42, -47.805
87.424, -47.9903
87.428, -48.2796
87.432, -48.4898
87.436, -49.0035
87.44, -49.4453
87.444, -49.7833
87.448, -50.0287
87.452, -49.9856
87.456, -49.9303
87.46, -49.8368
87.464, -49.692
87.468, -49.5038
87.472, -49.3434
87.476, -48.826
87.48, -48.4501
87.484, -48.0926
87.488, -47.7508
87.492, -47.4874
87.496, -47.2072
87.5, -46.9685
87.504, -46.8208
87.508, -46.732
87.512, -46.7307
87.516, -46.8662
87.52, -47.1021
87.524, -47.4799
87.528, -47.8918
87.532, -48.3457
87.536, -48.7785
87.54, -49.1443
87.544, -49.4444
87.548, -49.8342
87.552, -50.1173
87.556, -50.2712
87.56, -50.0716
87.564, -49.8365
87.568, -49.5619
87.572, -49.2536
87.576, -48.9073
87.58, -48.5937
87.584, -48.2614
87.588, -47.9505
87.592, -47.6669
87.596, -47.481
87.6, -47.341
87.604, -47.2496
87.608, -47.2182
87.612, -47.2718
87.616, -47.2935
87.62, -47.4125
